,userId,Buisness_id,Tokens,Labels,Ratings
29,29,vC2qm1y3Au5czBtbhc-DNw,ocean,B-FOOD,4
30,30,vC2qm1y3Au5czBtbhc-DNw,cabbage salad,B-FOOD,4
31,31,cPepkJeRMtHapc_b2Oe_dw,proteins,B-FOOD,4
32,32,cPepkJeRMtHapc_b2Oe_dw,vegetables,B-FOOD,4
33,33,cPepkJeRMtHapc_b2Oe_dw,rice,B-FOOD,4
34,34,cPepkJeRMtHapc_b2Oe_dw,rice,B-FOOD,4
35,35,cPepkJeRMtHapc_b2Oe_dw,sauces,B-FOOD,4
36,36,cPepkJeRMtHapc_b2Oe_dw,fast,B-FOOD,4
37,37,cPepkJeRMtHapc_b2Oe_dw,bubble tea,B-FOOD,4
38,38,cPepkJeRMtHapc_b2Oe_dw,strawberry,B-FOOD,4
39,39,cPepkJeRMtHapc_b2Oe_dw,vanilla,B-FOOD,4
40,40,ltBBYdNzkeKdCNPDAsxwAA,avocado,B-FOOD,2
41,41,ltBBYdNzkeKdCNPDAsxwAA,tuna,B-FOOD,2
42,42,ltBBYdNzkeKdCNPDAsxwAA,avocado,B-FOOD,2
43,43,bbEXAEFr4RYHLlZ-HFssTA,fries,B-FOOD,5
44,44,bbEXAEFr4RYHLlZ-HFssTA,salad,B-FOOD,5
45,45,bbEXAEFr4RYHLlZ-HFssTA,salt,B-FOOD,5
46,46,kq5Ghhh14r-eCxlVmlyd8w,turkey,B-FOOD,5
47,47,kq5Ghhh14r-eCxlVmlyd8w,avocado,B-FOOD,5
48,48,kq5Ghhh14r-eCxlVmlyd8w,salads,B-FOOD,5
49,49,kq5Ghhh14r-eCxlVmlyd8w,soup,B-FOOD,5
50,50,kq5Ghhh14r-eCxlVmlyd8w,macaroni,B-FOOD,5
51,51,kq5Ghhh14r-eCxlVmlyd8w,hot,B-FOOD,5
52,52,Zx7n8mdt8OzLRXVzolXNhQ,biscuits,B-FOOD,5
53,53,hKameFsaXh9g8WQbv593UA,Food,B-FOOD,4
54,54,A2q7d-CBM2-81tVkmS4JMw,dessert,B-FOOD,2
55,55,A2q7d-CBM2-81tVkmS4JMw,baked chicken,B-FOOD,2
56,56,A2q7d-CBM2-81tVkmS4JMw,fried chicken,B-FOOD,2
57,57,A2q7d-CBM2-81tVkmS4JMw,mashed potatoes,B-FOOD,2
58,58,A2q7d-CBM2-81tVkmS4JMw,Salad,B-FOOD,2
59,59,A2q7d-CBM2-81tVkmS4JMw,meat,B-FOOD,2
60,60,A2q7d-CBM2-81tVkmS4JMw,cheese,B-FOOD,2
61,61,A2q7d-CBM2-81tVkmS4JMw,ravioli,B-FOOD,2
62,62,A2q7d-CBM2-81tVkmS4JMw,pizza,B-FOOD,2
63,63,A2q7d-CBM2-81tVkmS4JMw,meat,B-FOOD,2
64,64,A2q7d-CBM2-81tVkmS4JMw,shrimp,B-FOOD,2
65,65,A2q7d-CBM2-81tVkmS4JMw,eggs,B-FOOD,2
66,66,A2q7d-CBM2-81tVkmS4JMw,eggs,B-FOOD,2
67,67,A2q7d-CBM2-81tVkmS4JMw,ham,B-FOOD,2
68,68,A2q7d-CBM2-81tVkmS4JMw,English muffin,B-FOOD,2
69,69,A2q7d-CBM2-81tVkmS4JMw,steak,B-FOOD,2
70,70,A2q7d-CBM2-81tVkmS4JMw,shrimp,B-FOOD,2
71,71,oBhJuukGRqPVvYBfTkhuZA,cocktail,B-FOOD,4
72,72,oBhJuukGRqPVvYBfTkhuZA,cocktails,B-FOOD,4
73,73,oBhJuukGRqPVvYBfTkhuZA,drink,B-FOOD,4
74,74,oBhJuukGRqPVvYBfTkhuZA,cocktail,B-FOOD,4
75,75,oBhJuukGRqPVvYBfTkhuZA,cocktails,B-FOOD,4
76,76,oBhJuukGRqPVvYBfTkhuZA,cocktails,B-FOOD,4
77,77,oBhJuukGRqPVvYBfTkhuZA,chocolate,B-FOOD,4
78,78,eaJCpC6IhYphj7bwCDHTwQ,coffee,B-FOOD,5
79,79,j8JOZvfeHEfUWq3gEz6ABQ,drink,B-FOOD,2
80,80,j8JOZvfeHEfUWq3gEz6ABQ,Seafood,B-FOOD,2
81,81,jNL5KUPz2-tHUJM__ysSaw,Food,B-FOOD,1
82,82,jNL5KUPz2-tHUJM__ysSaw,chips,B-FOOD,1
83,83,jNL5KUPz2-tHUJM__ysSaw,tomato sauce,B-FOOD,1
84,84,jNL5KUPz2-tHUJM__ysSaw,salsa drink,B-FOOD,1
85,85,jNL5KUPz2-tHUJM__ysSaw,Pepsi,B-FOOD,1
86,86,jNL5KUPz2-tHUJM__ysSaw,sour cream,B-FOOD,1
87,87,jNL5KUPz2-tHUJM__ysSaw,cheese,B-FOOD,1
88,88,jNL5KUPz2-tHUJM__ysSaw,taco,B-FOOD,1
89,89,jNL5KUPz2-tHUJM__ysSaw,cheese,B-FOOD,1
90,90,jNL5KUPz2-tHUJM__ysSaw,chips,B-FOOD,1
91,91,jNL5KUPz2-tHUJM__ysSaw,sour cream,B-FOOD,1
92,92,jNL5KUPz2-tHUJM__ysSaw,salsa,B-FOOD,1
93,93,jNL5KUPz2-tHUJM__ysSaw,chips,B-FOOD,1
94,94,jNL5KUPz2-tHUJM__ysSaw,cheese,B-FOOD,1
95,95,I6L0Zxi5Ww0zEWSAVgngeQ,jazz,B-FOOD,4
96,96,I6L0Zxi5Ww0zEWSAVgngeQ,bacon,B-FOOD,4
97,97,EtKSTHV5Qx_Q7Aur9o4kQQ,cheese sauce,B-FOOD,5
98,98,SSZDGl2J-CEyIzuIbEiYNQ,artichoke dip,B-FOOD,2
99,99,SSZDGl2J-CEyIzuIbEiYNQ,chips,B-FOOD,2
100,100,VJEzpfLs_Jnzgqh5A_FVTg,Jasmine Rice,B-FOOD,4
101,101,VJEzpfLs_Jnzgqh5A_FVTg,duck,B-FOOD,4
102,102,VJEzpfLs_Jnzgqh5A_FVTg,duck,B-FOOD,4
103,103,VJEzpfLs_Jnzgqh5A_FVTg,chili sauce,B-FOOD,4
104,104,oJ4ik-4PZe6gexxW-tSmsw,pizza,B-FOOD,4
105,105,oJ4ik-4PZe6gexxW-tSmsw,vegan,B-FOOD,4
106,106,oJ4ik-4PZe6gexxW-tSmsw,fish,B-FOOD,4
107,107,oJ4ik-4PZe6gexxW-tSmsw,chips,B-FOOD,4
108,108,oJ4ik-4PZe6gexxW-tSmsw,Pumpkin Beer,B-FOOD,4
109,109,6LCZLGa09Qifn6rG7-DNrg,coconut soup,B-FOOD,4
110,110,6LCZLGa09Qifn6rG7-DNrg,protein,B-FOOD,4
111,111,6LCZLGa09Qifn6rG7-DNrg,coconut soup,B-FOOD,4
112,112,6LCZLGa09Qifn6rG7-DNrg,coconut milk,B-FOOD,4
113,113,6LCZLGa09Qifn6rG7-DNrg,soup,B-FOOD,4
114,114,6LCZLGa09Qifn6rG7-DNrg,cilantro,B-FOOD,4
115,115,6LCZLGa09Qifn6rG7-DNrg,noodle,B-FOOD,4
116,116,6LCZLGa09Qifn6rG7-DNrg,chicken,B-FOOD,4
117,117,6LCZLGa09Qifn6rG7-DNrg,white,B-FOOD,4
118,118,SIoCIxjn4jLt2O-4DajWJw,sauce,B-FOOD,4
119,119,SZU9c8V2GuREDN5KgyHFJw,salad,B-FOOD,5
120,120,SZU9c8V2GuREDN5KgyHFJw,soup,B-FOOD,5
121,121,SZU9c8V2GuREDN5KgyHFJw,rock crab,B-FOOD,5
122,122,SZU9c8V2GuREDN5KgyHFJw,salad,B-FOOD,5
123,123,SZU9c8V2GuREDN5KgyHFJw,rock crab,B-FOOD,5
124,124,SZU9c8V2GuREDN5KgyHFJw,white meat,B-FOOD,5
125,125,SZU9c8V2GuREDN5KgyHFJw,meat,B-FOOD,5
126,126,SZU9c8V2GuREDN5KgyHFJw,crab,B-FOOD,5
127,127,2GYg3liJ9-m6Z67L_4_BRQ,grown,B-FOOD,5
128,128,2GYg3liJ9-m6Z67L_4_BRQ,Whole,B-FOOD,5
129,129,2GYg3liJ9-m6Z67L_4_BRQ,Foods,B-FOOD,5
130,130,oQ5CPRt0R3AzFvcjNOqB1w,BBQ,B-FOOD,3
131,131,O8BBn8lry8lLoIFmChceGg,sauce,B-FOOD,5
132,132,O8BBn8lry8lLoIFmChceGg,pizza,B-FOOD,5
133,133,HTqXI5S2XcSlh_ylx9sE6g,cannolis,B-FOOD,5
134,134,HTqXI5S2XcSlh_ylx9sE6g,cannoli,B-FOOD,5
135,135,HTqXI5S2XcSlh_ylx9sE6g,cannoli,B-FOOD,5
136,136,WCVFqK84i2H5EClSoow7ZA,Yum,B-FOOD,5
137,137,Zi-F-YvyVOK0k5QD7lrLOg,shrimp,B-FOOD,5
138,138,Zi-F-YvyVOK0k5QD7lrLOg,goat,B-FOOD,5
139,139,EpREWeEpmR8f1qLHzzF0AA,beer,B-FOOD,5
140,140,EpREWeEpmR8f1qLHzzF0AA,beer,B-FOOD,5
141,141,EpREWeEpmR8f1qLHzzF0AA,pizza,B-FOOD,5
142,142,EpREWeEpmR8f1qLHzzF0AA,pizza,B-FOOD,5
143,143,EpREWeEpmR8f1qLHzzF0AA,pizza,B-FOOD,5
144,144,Wy8Hswf2cLQGRZN6armkag,bacon,B-FOOD,1
145,145,5Ce3lZksYVkCbrihqylVHQ,sushi curry,B-FOOD,5
146,146,jLerIZFpe25jOUf722qzBA,tomato,B-FOOD,3
147,147,jLerIZFpe25jOUf722qzBA,citrusy,B-FOOD,3
148,148,jLerIZFpe25jOUf722qzBA,lemon,B-FOOD,3
149,149,jLerIZFpe25jOUf722qzBA,tuna,B-FOOD,3
150,150,jLerIZFpe25jOUf722qzBA,lemon zest,B-FOOD,3
151,151,aY_n9RSaD2Yw09jSFFePew,veggie,B-FOOD,1
152,152,aY_n9RSaD2Yw09jSFFePew,tomato sauce,B-FOOD,1
153,153,aY_n9RSaD2Yw09jSFFePew,cheese,B-FOOD,1
154,154,3ZynJ94VpIdDlaArmEp2Rg,Ice Cream,B-FOOD,3
155,155,3ZynJ94VpIdDlaArmEp2Rg,ice cream,B-FOOD,3
156,156,3ZynJ94VpIdDlaArmEp2Rg,milkshakes,B-FOOD,3
157,157,3ZynJ94VpIdDlaArmEp2Rg,coffee,B-FOOD,3
158,158,3ZynJ94VpIdDlaArmEp2Rg,chocolate,B-FOOD,3
159,159,3ZynJ94VpIdDlaArmEp2Rg,black,B-FOOD,3
160,160,3ZynJ94VpIdDlaArmEp2Rg,ice cream,B-FOOD,3
161,161,3ZynJ94VpIdDlaArmEp2Rg,coffee,B-FOOD,3
162,162,3ZynJ94VpIdDlaArmEp2Rg,chocolate,B-FOOD,3
163,163,3ZynJ94VpIdDlaArmEp2Rg,ice cream,B-FOOD,3
164,164,3ZynJ94VpIdDlaArmEp2Rg,milkshake,B-FOOD,3
165,165,3ZynJ94VpIdDlaArmEp2Rg,pumpkin pie,B-FOOD,3
166,166,3ZynJ94VpIdDlaArmEp2Rg,milkshake,B-FOOD,3
167,167,9gObo5ltOMo6UgsaXaHPWA,cake,B-FOOD,5
168,168,9OtFX3YzG5keaUMOWU1imA,beer,B-FOOD,5
169,169,9OtFX3YzG5keaUMOWU1imA,drinks,B-FOOD,5
170,170,b7V_5q22_eTeHlYzq1bpFw,oysters,B-FOOD,3
171,171,b7V_5q22_eTeHlYzq1bpFw,oyster,B-FOOD,3
172,172,b7V_5q22_eTeHlYzq1bpFw,Turtle soup,B-FOOD,3
173,173,b7V_5q22_eTeHlYzq1bpFw,seafood,B-FOOD,3
174,174,cg4JFJcCxRTTMmcg9O9KtA,dinner,B-FOOD,1
175,175,cg4JFJcCxRTTMmcg9O9KtA,chicken parmesan,B-FOOD,1
176,176,cg4JFJcCxRTTMmcg9O9KtA,eggplant parmesan,B-FOOD,1
177,177,iD25g7vUG3asELjXtMGF9w,salsa,B-FOOD,2
178,178,iD25g7vUG3asELjXtMGF9w,salsa,B-FOOD,2
179,179,iD25g7vUG3asELjXtMGF9w,salsas,B-FOOD,2
180,180,iD25g7vUG3asELjXtMGF9w,salsa,B-FOOD,2
181,181,iD25g7vUG3asELjXtMGF9w,drinks,B-FOOD,2
182,182,iD25g7vUG3asELjXtMGF9w,salsa,B-FOOD,2
183,183,18eWJFJbXyR9j_5xfcRLYA,coconut soup,B-FOOD,4
184,184,18eWJFJbXyR9j_5xfcRLYA,soup,B-FOOD,4
185,185,18eWJFJbXyR9j_5xfcRLYA,coconut soup,B-FOOD,4
186,186,f-WhNOSwN1aB4nRFekf01g,funnel cake,B-FOOD,4
187,187,f-WhNOSwN1aB4nRFekf01g,cotton candy,B-FOOD,4
188,188,f4PA-f1tcN1bIpZJLdFsQQ,chicken,B-FOOD,5
189,189,FHNIvNgh3fS7VZQq2Y3dsA,broth,B-FOOD,3
190,190,FHNIvNgh3fS7VZQq2Y3dsA,thick,B-FOOD,3
191,191,FHNIvNgh3fS7VZQq2Y3dsA,noodles,B-FOOD,3
192,192,FHNIvNgh3fS7VZQq2Y3dsA,salty broth,B-FOOD,3
193,193,gGyqnAlpFrka_qzpO7j4lQ,fried chicken,B-FOOD,5
194,194,gGyqnAlpFrka_qzpO7j4lQ,gluten,B-FOOD,5
195,195,gGyqnAlpFrka_qzpO7j4lQ,pizza,B-FOOD,5
196,196,gGyqnAlpFrka_qzpO7j4lQ,cheesesteaks,B-FOOD,5
197,197,D4DZztR7vkbiED6txGUYFg,takeout,B-FOOD,4
198,198,D4DZztR7vkbiED6txGUYFg,shredded,B-FOOD,4
199,199,UEgiQRvpAeaq-QyEvm7Ysw,veggies,B-FOOD,5
200,200,GBTPC53ZrG1ZBY3DT8Mbcw,scallions,B-FOOD,4
201,201,GBTPC53ZrG1ZBY3DT8Mbcw,sour cream,B-FOOD,4
202,202,1QVB0_-piu0GXes87BXeGw,hot dogs,B-FOOD,5
203,203,Dv6RfXLYe1atjgz3Xf4GGw,vegan,B-FOOD,4
204,204,Dv6RfXLYe1atjgz3Xf4GGw,sweet potato,B-FOOD,4
205,205,OlcuZ9sWonCsSSGuHxb6yw,brisket,B-FOOD,5
206,206,OlcuZ9sWonCsSSGuHxb6yw,potato,B-FOOD,5
207,207,xR3inMR2KceU3b9dhkz_tw,vegetarian,B-FOOD,4
208,208,xR3inMR2KceU3b9dhkz_tw,vegan,B-FOOD,4
209,209,pSmOH4a3HNNpYM82J5ycLA,bacon,B-FOOD,5
210,210,pSmOH4a3HNNpYM82J5ycLA,salsa,B-FOOD,5
211,211,pSmOH4a3HNNpYM82J5ycLA,sour cream,B-FOOD,5
212,212,29YqJwOGEuAWqlHZxMc1OA,artichoke,B-FOOD,1
213,213,EQ-TZ2eeD_E0BHuvoaeG5Q,Milktooth,B-FOOD,5
214,214,EQ-TZ2eeD_E0BHuvoaeG5Q,Milktooth,B-FOOD,5
215,215,EQ-TZ2eeD_E0BHuvoaeG5Q,coffee drinks,B-FOOD,5
216,216,EQ-TZ2eeD_E0BHuvoaeG5Q,pastries,B-FOOD,5
217,217,EQ-TZ2eeD_E0BHuvoaeG5Q,Dutch cheese,B-FOOD,5
218,218,ab3pRv-b0o-BwMK2jVbH3Q,sushi,B-FOOD,5
219,219,eMiN8nm70jjKg8izikVWDA,beer,B-FOOD,4
220,220,eMiN8nm70jjKg8izikVWDA,mussels red,B-FOOD,4
221,221,eMiN8nm70jjKg8izikVWDA,crab fries,B-FOOD,4
222,222,eMiN8nm70jjKg8izikVWDA,crab fries,B-FOOD,4
223,223,eMiN8nm70jjKg8izikVWDA,mussels,B-FOOD,4
224,224,eMiN8nm70jjKg8izikVWDA,garlic,B-FOOD,4
225,225,eMiN8nm70jjKg8izikVWDA,shrimp,B-FOOD,4
226,226,hRHhP3fhMy3LktPyQa3s_A,mushrooms,B-FOOD,3
227,227,hRHhP3fhMy3LktPyQa3s_A,cream sauce,B-FOOD,3
228,228,hRHhP3fhMy3LktPyQa3s_A,shrimp cocktail,B-FOOD,3
229,229,hRHhP3fhMy3LktPyQa3s_A,crab,B-FOOD,3
230,230,eUO4QA6nL2XdCeWuD7tkww,drink,B-FOOD,5
231,231,eUO4QA6nL2XdCeWuD7tkww,dinner,B-FOOD,5
232,232,eUO4QA6nL2XdCeWuD7tkww,meat,B-FOOD,5
233,233,eUO4QA6nL2XdCeWuD7tkww,cheese,B-FOOD,5
234,234,-If0ps0QhOLCYVWQWs9RYg,blueberry muffin,B-FOOD,5
235,235,c5QMFe_yhgksThaR2a6rtg,Bourbon,B-FOOD,3
236,236,pym7c6ZFEtmoH16xN2ApBg,shrimp,B-FOOD,4
237,237,pym7c6ZFEtmoH16xN2ApBg,grits,B-FOOD,4
238,238,pym7c6ZFEtmoH16xN2ApBg,Cuban sandwich,B-FOOD,4
239,239,pym7c6ZFEtmoH16xN2ApBg,pizza,B-FOOD,4
240,240,pym7c6ZFEtmoH16xN2ApBg,soup,B-FOOD,4
241,241,pym7c6ZFEtmoH16xN2ApBg,salad,B-FOOD,4
242,242,pym7c6ZFEtmoH16xN2ApBg,meal,B-FOOD,4
243,243,AzseSGgDC6bVtMPEYo1CNQ,ice cream,B-FOOD,4
244,244,AzseSGgDC6bVtMPEYo1CNQ,cookie,B-FOOD,4
245,245,AzseSGgDC6bVtMPEYo1CNQ,monster ice,B-FOOD,4
246,246,AzseSGgDC6bVtMPEYo1CNQ,ice cream,B-FOOD,4
247,247,s3FRhtaNU8dt-mKkLKUQaQ,rice,B-FOOD,5
248,248,a1u9Bxrq_fZxl2pgqQUcJA,Food,B-FOOD,4
249,249,a1u9Bxrq_fZxl2pgqQUcJA,rice,B-FOOD,4
250,250,a1u9Bxrq_fZxl2pgqQUcJA,potato salad,B-FOOD,4
251,251,7L1kXfwU5XM6f6Jxo_L7Yg,shredded,B-FOOD,5
252,252,7L1kXfwU5XM6f6Jxo_L7Yg,cheese,B-FOOD,5
253,253,kxX2SOes4o-D3ZQBkiMRfA,lamb kebab,B-FOOD,2
254,254,kxX2SOes4o-D3ZQBkiMRfA,sauces,B-FOOD,2
255,255,kxX2SOes4o-D3ZQBkiMRfA,lettuce,B-FOOD,2
256,256,kxX2SOes4o-D3ZQBkiMRfA,meat,B-FOOD,2
257,257,xruWHK8Z5N0JWyQubLHjgA,cannoli,B-FOOD,5
258,258,tJCnUtGdyPyOGt5kudLrTA,Chicken,B-FOOD,4
259,259,tJCnUtGdyPyOGt5kudLrTA,chicken,B-FOOD,4
260,260,tJCnUtGdyPyOGt5kudLrTA,chicken,B-FOOD,4
261,261,tJCnUtGdyPyOGt5kudLrTA,chicken,B-FOOD,4
262,262,tJCnUtGdyPyOGt5kudLrTA,cheese,B-FOOD,4
263,263,tJCnUtGdyPyOGt5kudLrTA,veggies,B-FOOD,4
264,264,tJCnUtGdyPyOGt5kudLrTA,ketchup,B-FOOD,4
265,265,tJCnUtGdyPyOGt5kudLrTA,ketchup,B-FOOD,4
266,266,tJCnUtGdyPyOGt5kudLrTA,fries,B-FOOD,4
267,267,tJCnUtGdyPyOGt5kudLrTA,onion,B-FOOD,4
268,268,tJCnUtGdyPyOGt5kudLrTA,veggies,B-FOOD,4
269,269,tJCnUtGdyPyOGt5kudLrTA,salad,B-FOOD,4
270,270,tJCnUtGdyPyOGt5kudLrTA,balsamic,B-FOOD,4
271,271,tJCnUtGdyPyOGt5kudLrTA,turkey,B-FOOD,4
272,272,tJCnUtGdyPyOGt5kudLrTA,sauce,B-FOOD,4
273,273,W8Z4rXYkmZlEVSaxIVjyvg,crunchy,B-FOOD,5
274,274,W8Z4rXYkmZlEVSaxIVjyvg,potato salad,B-FOOD,5
275,275,W8Z4rXYkmZlEVSaxIVjyvg,dessert,B-FOOD,5
276,276,W8Z4rXYkmZlEVSaxIVjyvg,lemon meringue,B-FOOD,5
277,277,W8Z4rXYkmZlEVSaxIVjyvg,apple pie,B-FOOD,5
278,278,W8Z4rXYkmZlEVSaxIVjyvg,ice cream,B-FOOD,5
279,279,9xm4aIAT_xwRoTxc0_8AWQ,fast,B-FOOD,5
280,280,9xm4aIAT_xwRoTxc0_8AWQ,drink,B-FOOD,5
281,281,9xm4aIAT_xwRoTxc0_8AWQ,soft drinks,B-FOOD,5
282,282,9xm4aIAT_xwRoTxc0_8AWQ,diet,B-FOOD,5
283,283,qf4LecJDQWIt0gt6VJWFPw,veggies,B-FOOD,4
284,284,qf4LecJDQWIt0gt6VJWFPw,sweet potatoes,B-FOOD,4
285,285,_aKr7POnacW_VizRKBpCiA,Chili,B-FOOD,5
286,286,_aKr7POnacW_VizRKBpCiA,potato salad,B-FOOD,5
287,287,aZyCHVqXnz81fW1_KbFq0w,saguaro,B-FOOD,5
288,288,QUEWdnmVCv2Ri8xJATTrIQ,watermelon,B-FOOD,4
289,289,7WZ5EGb-Xk_uxQTWc52P4w,eggs,B-FOOD,5
290,290,7WZ5EGb-Xk_uxQTWc52P4w,toast,B-FOOD,5
291,291,7WZ5EGb-Xk_uxQTWc52P4w,sausage,B-FOOD,5
292,292,7WZ5EGb-Xk_uxQTWc52P4w,bacon,B-FOOD,5
293,293,7WZ5EGb-Xk_uxQTWc52P4w,juice,B-FOOD,5
294,294,7WZ5EGb-Xk_uxQTWc52P4w,coffee,B-FOOD,5
295,295,7WZ5EGb-Xk_uxQTWc52P4w,chicken,B-FOOD,5
296,296,7WZ5EGb-Xk_uxQTWc52P4w,baked potato,B-FOOD,5
297,297,iVegX9epKU8R0eRAEwQ6Yg,Food,B-FOOD,5
298,298,P10BsKUeoeCeVoK4BS2u0w,BBQ Sauce,B-FOOD,2
299,299,P10BsKUeoeCeVoK4BS2u0w,macaroni salad,B-FOOD,2
300,300,P10BsKUeoeCeVoK4BS2u0w,pork,B-FOOD,2
301,301,P10BsKUeoeCeVoK4BS2u0w,Chicken,B-FOOD,2
302,302,P10BsKUeoeCeVoK4BS2u0w,Mac,B-FOOD,2
303,303,P10BsKUeoeCeVoK4BS2u0w,Cheese,B-FOOD,2
304,304,oRZzKWdyMQld6N_y4UWkAg,sangria,B-FOOD,4
305,305,oRZzKWdyMQld6N_y4UWkAg,tequila,B-FOOD,4
306,306,oRZzKWdyMQld6N_y4UWkAg,wine,B-FOOD,4
307,307,J55AT36H5EeJ9ey8etGjHA,donut,B-FOOD,5
308,308,J55AT36H5EeJ9ey8etGjHA,donuts,B-FOOD,5
309,309,J55AT36H5EeJ9ey8etGjHA,donuts,B-FOOD,5
310,310,J55AT36H5EeJ9ey8etGjHA,donuts,B-FOOD,5
311,311,J55AT36H5EeJ9ey8etGjHA,bacon,B-FOOD,5
312,312,J55AT36H5EeJ9ey8etGjHA,apple fritters,B-FOOD,5
313,313,J55AT36H5EeJ9ey8etGjHA,donut donuts,B-FOOD,5
314,314,J55AT36H5EeJ9ey8etGjHA,Coffee,B-FOOD,5
315,315,o7cD_sDA-Evj3Oh0zeH9nQ,chicken,B-FOOD,1
316,316,o7cD_sDA-Evj3Oh0zeH9nQ,rice,B-FOOD,1
317,317,o7cD_sDA-Evj3Oh0zeH9nQ,sauce,B-FOOD,1
318,318,o7cD_sDA-Evj3Oh0zeH9nQ,chicken,B-FOOD,1
319,319,o7cD_sDA-Evj3Oh0zeH9nQ,oil,B-FOOD,1
320,320,o7cD_sDA-Evj3Oh0zeH9nQ,oil,B-FOOD,1
321,321,HrIbP2-jdRJAU92yqyDmyw,mushroom cheese,B-FOOD,5
322,322,-kY_HDP7IMvGl-kBIZVU4A,espresso,B-FOOD,4
323,323,WM3q-7scdPUei6fu4SJFYw,cheese,B-FOOD,1
324,324,WM3q-7scdPUei6fu4SJFYw,roast beef,B-FOOD,1
325,325,WM3q-7scdPUei6fu4SJFYw,roast beef,B-FOOD,1
326,326,WM3q-7scdPUei6fu4SJFYw,roast pork,B-FOOD,1
327,327,WM3q-7scdPUei6fu4SJFYw,roast beef,B-FOOD,1
328,328,WM3q-7scdPUei6fu4SJFYw,roast pork,B-FOOD,1
329,329,WM3q-7scdPUei6fu4SJFYw,roast pork,B-FOOD,1
330,330,WM3q-7scdPUei6fu4SJFYw,meat,B-FOOD,1
331,331,WM3q-7scdPUei6fu4SJFYw,bread,B-FOOD,1
332,332,WM3q-7scdPUei6fu4SJFYw,meat,B-FOOD,1
333,333,WM3q-7scdPUei6fu4SJFYw,meat,B-FOOD,1
334,334,EtKSTHV5Qx_Q7Aur9o4kQQ,bacon,B-FOOD,5
335,335,WLiqfxv_GhFFA5sm878a2w,orange chicken,B-FOOD,5
336,336,WLiqfxv_GhFFA5sm878a2w,Asian,B-FOOD,5
337,337,hRHhP3fhMy3LktPyQa3s_A,garlic bread,B-FOOD,3
338,338,hRHhP3fhMy3LktPyQa3s_A,bread,B-FOOD,3
339,339,mLNSOU8Ki0Fm09xd6ZKkcA,Chicken,B-FOOD,2
340,340,mLNSOU8Ki0Fm09xd6ZKkcA,Marsala,B-FOOD,2
341,341,mLNSOU8Ki0Fm09xd6ZKkcA,chicken,B-FOOD,2
342,342,mLNSOU8Ki0Fm09xd6ZKkcA,pasta,B-FOOD,2
343,343,mLNSOU8Ki0Fm09xd6ZKkcA,lasagne,B-FOOD,2
344,344,mLNSOU8Ki0Fm09xd6ZKkcA,pasta,B-FOOD,2
345,345,mLNSOU8Ki0Fm09xd6ZKkcA,dinner,B-FOOD,2
346,346,QvjY9esYNRMe_5kvT6TC5g,beef,B-FOOD,5
347,347,QvjY9esYNRMe_5kvT6TC5g,lamb,B-FOOD,5
348,348,QvjY9esYNRMe_5kvT6TC5g,beet salad,B-FOOD,5
